,trloss_time0,trloss_time1,trloss_time2,trloss_time3,trloss_time4,valloss_time0,valloss_time1,valloss_time2,valloss_time3,valloss_time4,trerror_time0,trerror_time1,trerror_time2,trerror_time3,trerror_time4,valerror_time0,valerror_time1,valerror_time2,valerror_time3,valerror_time4,lr001_loss,lr001_accuracy,lr001_val_loss,lr001_val_accuracy,lr02_loss,lr02_accuracy,lr02_val_loss,lr02_val_accuracy,mmt05_loss,mmt05_accuracy,mmt05_val_loss,mmt05_val_accuracy,mmt09_loss,mmt09_accuracy,mmt09_val_loss,mmt09_val_accuracy
0,0.6314423084259033,0.6326085329055786,0.6300251483917236,0.632705807685852,0.6360341310501099,0.1539936065673828,0.1552201956510543,0.1500403434038162,0.165642961859703,0.1666086018085479,0.2007666826248169,0.201799988746643,0.1954833269119262,0.1989166736602783,0.2055166959762573,0.0454000234603881,0.0464000105857849,0.0433999896049499,0.0486999750137329,0.0498999953269958,2.1327943801879883,0.31923332810401917,1.4814765453338623,0.7196999788284302,0.48304665088653564,0.8494833111763,0.10382655262947083,0.968500018119812,0.4526035487651825,0.8559166789054871,0.10658394545316696,0.9678000211715698,0.4879986643791199,0.8480833172798157,0.08185479789972305,0.9731000065803528
1,0.1720162630081176,0.1704205721616745,0.1598637104034423,0.1793555170297622,0.1650433093309402,0.1133428737521171,0.1318068206310272,0.1172199323773384,0.1262117028236389,0.1142479479312896,0.0521166920661926,0.0533666610717773,0.0488333106040954,0.0558500289916992,0.0513833165168762,0.0375000238418579,0.0447000265121459,0.0382999777793884,0.0411000251770019,0.0376999974250793,0.9189960956573486,0.7221500277519226,0.4561690390110016,0.8697999715805054,0.12199492752552032,0.9623166918754578,0.07430171966552734,0.9746999740600586,0.12342021614313126,0.9618833065032959,0.07654329389333725,0.9733999967575073,0.1089237704873085,0.9660000205039978,0.047765329480171204,0.9835000038146973
2,0.1269982159137725,0.1247568652033805,0.1191609874367713,0.1304121762514114,0.1201493218541145,0.0725059360265731,0.0678775832056999,0.0669312551617622,0.0776549577713012,0.0764668732881546,0.0381500124931335,0.0391333103179931,0.0370000004768371,0.0398333072662353,0.036733329296112,0.0224000215530395,0.0206000208854675,0.0216000080108642,0.0238000154495239,0.0238000154495239,0.5227466225624084,0.835349977016449,0.31119227409362793,0.9150999784469604,0.08965075016021729,0.971916675567627,0.06972868740558624,0.9789000153541565,0.09062986075878143,0.9721500277519226,0.04971705749630928,0.9846000075340271,0.08711043000221252,0.9730833172798157,0.04100422188639641,0.9868999719619751
3,0.1041670888662338,0.1035437881946563,0.0992083251476287,0.106175385415554,0.0987579897046089,0.0595579594373703,0.0622045472264289,0.0717754736542701,0.0728796944022178,0.0576484985649585,0.0314166545867919,0.0320500135421752,0.0313500165939331,0.0323500037193298,0.0308333039283752,0.01910001039505,0.0196999907493591,0.0224000215530395,0.0242000222206115,0.0170000195503234,0.39605194330215454,0.8778166770935059,0.25091859698295593,0.9312000274658203,0.07404489815235138,0.9771999716758728,0.04473850876092911,0.9847999811172485,0.0755501389503479,0.9764333367347717,0.046979304403066635,0.9858999848365784,0.07405657321214676,0.9770333170890808,0.03472895175218582,0.9879000186920166
4,0.0898607224225997,0.0899760276079177,0.0880914628505706,0.0917122811079025,0.087027259171009,0.0530505999922752,0.0545630902051925,0.0551542602479457,0.0591838546097278,0.0549574419856071,0.0281166434288024,0.0277833342552185,0.0273500084877014,0.0284166932106018,0.0270666480064392,0.0175999999046325,0.017799973487854,0.0174000263214111,0.0188000202178955,0.0177000164985656,0.3272019326686859,0.9003166556358337,0.2205118089914322,0.9363999962806702,0.06468403339385986,0.9798166751861572,0.039697155356407166,0.9879000186920166,0.06598620116710663,0.979533314704895,0.03693561255931854,0.9876000285148621,0.06389272958040237,0.9800000190734863,0.03212887421250343,0.9882000088691711
5,0.0815395191311836,0.0819800645112991,0.0789181366562843,0.0819998010993003,0.0767909213900566,0.0507229603826999,0.0549379773437976,0.0456319265067577,0.0553882643580436,0.0486384257674217,0.0253166556358337,0.0253333449363708,0.0239333510398864,0.0247499942779541,0.0236833095550537,0.0163999795913696,0.0175999999046325,0.0138999819755554,0.0174999833106994,0.0151000022888183,0.2773018777370453,0.9159500002861023,0.18484973907470703,0.9473999738693237,0.059030208736658096,0.9815999865531921,0.037222374230623245,0.9868999719619751,0.05820661783218384,0.9817000031471252,0.03698139265179634,0.9872000217437744,0.05829427018761635,0.9820666909217834,0.0286755058914423,0.9907000064849854
6,0.0724006071686744,0.0729843005537986,0.0710764080286026,0.0733366161584854,0.0707415491342544,0.0403286628425121,0.0433118604123592,0.0407511070370674,0.0452355481684207,0.0411256738007068,0.0224499702453613,0.0229166746139526,0.0218166708946228,0.0230500102043151,0.0219333171844482,0.0139999985694885,0.0144000053405761,0.0121999979019165,0.0145999789237976,0.0128999948501586,0.2434028536081314,0.9267833232879639,0.16160398721694946,0.9544000029563904,0.051751960068941116,0.9833166599273682,0.03289530798792839,0.9891999959945679,0.052429359406232834,0.9836500287055969,0.03413461521267891,0.9886999726295471,0.0549701489508152,0.9821166396141052,0.02819656766951084,0.9905999898910522
7,0.0679211542010307,0.0688897669315338,0.0649314448237419,0.0676501095294952,0.0647963881492614,0.047971136868,0.0464016795158386,0.0491198562085628,0.0437537431716918,0.0411666557192802,0.0209333300590515,0.021399974822998,0.0205166935920715,0.0216833353042602,0.0204499959945678,0.0157999992370605,0.0153999924659729,0.0159000158309936,0.014299988746643,0.0131000280380249,0.21953022480010986,0.932699978351593,0.14739921689033508,0.9577999711036682,0.048620905727148056,0.9849500060081482,0.036984071135520935,0.987500011920929,0.049902450293302536,0.9842000007629395,0.03433988243341446,0.9883999824523926,0.05084514990448952,0.9843666553497314,0.028661493211984634,0.9900000095367432
8,0.0607628487050533,0.0636141747236251,0.0613080970942974,0.0631481558084487,0.0599942579865455,0.0371514149010181,0.0385523624718189,0.0394606031477451,0.0388076305389404,0.0393471010029315,0.0189499855041503,0.0195000171661376,0.0195333361625671,0.0199833512306213,0.0187666416168212,0.0127000212669372,0.0120999813079833,0.0131999850273132,0.0127999782562255,0.0134000182151794,0.20096242427825928,0.93954998254776,0.13506148755550385,0.9591000080108643,0.04607637971639633,0.9851166605949402,0.029007989913225174,0.989799976348877,0.04568697512149811,0.9858999848365784,0.03182694688439369,0.9894999861717224,0.047772958874702454,0.9842833280563354,0.030073754489421844,0.9889000058174133
9,0.0585723668336868,0.0576765835285186,0.0583068579435348,0.0585724040865898,0.0569980219006538,0.0360545068979263,0.0356475785374641,0.0353644788265228,0.04335418343544,0.0351034700870513,0.0180500149726867,0.0185999870300292,0.0175333619117736,0.0185999870300292,0.0181666612625122,0.0116999745368957,0.0112000107765197,0.0126000046730041,0.0138999819755554,0.0121999979019165,0.18618498742580414,0.9425666928291321,0.12466337531805038,0.9628999829292297,0.041422680020332336,0.9872499704360962,0.029145056381821632,0.9908000230789185,0.043696366250514984,0.986549973487854,0.027144579216837883,0.9907000064849854,0.04393531009554863,0.9858666658401489,0.026937134563922882,0.9908000230789185
